geneid	symbol
ENSMUSG00000113063	Gm34667
ENSMUSG00000113064	Gm40394
ENSMUSG00000113065	Gm48870
ENSMUSG00000113067	Gm47166
ENSMUSG00000113068	Gm48133
ENSMUSG00000113069	Gm48541
ENSMUSG00000113070	Gm48420
ENSMUSG00000113071	Gm6353
ENSMUSG00000113072	Gm47820
ENSMUSG00000113073	Gm48261
ENSMUSG00000113074	Gm3772
ENSMUSG00000113075	Rpl7a-ps1
ENSMUSG00000113076	Gm47088
ENSMUSG00000113078	Gm48734
ENSMUSG00000113079	Gm48709
ENSMUSG00000113080	Gm48928
ENSMUSG00000113081	Gm3333
ENSMUSG00000113082	D730050B12Rik
ENSMUSG00000113083	Gm48513
ENSMUSG00000113087	4930473H19Rik
ENSMUSG00000113088	Gm36757
ENSMUSG00000113090	Gm48190
ENSMUSG00000113092	Gm34662
ENSMUSG00000113093	Gm36862
ENSMUSG00000113094	Gm47447
ENSMUSG00000113096	Gm40884
ENSMUSG00000113098	Gm2912
ENSMUSG00000113099	Gm34016
ENSMUSG00000113100	Gm48754
ENSMUSG00000113101	Gm33424
ENSMUSG00000113102	A930040O22Rik
ENSMUSG00000113104	Gm47806
ENSMUSG00000113105	Gm47371
ENSMUSG00000113106	Gm47139
ENSMUSG00000113107	Gm3338
ENSMUSG00000113109	Gm7712
ENSMUSG00000113111	Gm7754
ENSMUSG00000113113	Gm2614
ENSMUSG00000113119	Gm48883
ENSMUSG00000113120	E330035G20Rik
ENSMUSG00000113121	Gm35161
ENSMUSG00000113123	Gm40864
ENSMUSG00000113124	Gm47193
ENSMUSG00000113125	Gm47650
ENSMUSG00000113126	Gm47588
ENSMUSG00000113128	Gm47813
ENSMUSG00000113132	Gm9231
ENSMUSG00000113134	Gm18795
ENSMUSG00000113135	Gm48170
ENSMUSG00000113136	Gm19951
ENSMUSG00000113137	Gm7511
ENSMUSG00000113138	Gm47177
ENSMUSG00000113140	Gm48624
ENSMUSG00000113146	Gm47406
ENSMUSG00000113147	Gm47207
ENSMUSG00000113148	Gm48456
ENSMUSG00000113149	Gm49383
ENSMUSG00000113151	Gm48690
ENSMUSG00000113152	Gm48422
ENSMUSG00000113154	Gm48713
ENSMUSG00000113157	Gm48693
ENSMUSG00000113158	Gm31447
ENSMUSG00000113159	Gm48771
ENSMUSG00000113161	Gm47457
ENSMUSG00000113164	4930559C10Rik
ENSMUSG00000113165	Gm47863
ENSMUSG00000113167	Gm48482
ENSMUSG00000113168	Gm7614
ENSMUSG00000113170	Gm36839
ENSMUSG00000113173	Gm48221
ENSMUSG00000113174	Gm9292
ENSMUSG00000113175	Gm9973
ENSMUSG00000113178	Mylf-ps
ENSMUSG00000113179	1700030L22Rik
ENSMUSG00000113182	Gm20102
ENSMUSG00000113183	Gm47664
ENSMUSG00000113184	Gm49654
ENSMUSG00000113185	Gm47127
ENSMUSG00000113186	A330076C08Rik
ENSMUSG00000113187	Gm5955
ENSMUSG00000113188	Gm35638
ENSMUSG00000113189	B020018J22Rik
ENSMUSG00000113190	Gm47545
ENSMUSG00000113193	Gm40576
ENSMUSG00000113195	Gm48586
ENSMUSG00000113196	D230049E03Rik
ENSMUSG00000113198	Gm6988
ENSMUSG00000113200	Gm48632
ENSMUSG00000113202	Gm48291
ENSMUSG00000113203	Gm47587
ENSMUSG00000113204	Gm46430
ENSMUSG00000113208	Gm48421
ENSMUSG00000113209	1700081N11Rik
ENSMUSG00000113210	4930474N09Rik
ENSMUSG00000113211	4921525O09Rik
ENSMUSG00000113212	Gm47435
ENSMUSG00000113213	Gm19540
ENSMUSG00000113214	Gm48010
ENSMUSG00000113216	Gm40841
ENSMUSG00000113218	4933409F18Rik
ENSMUSG00000113220	Gm35208
ENSMUSG00000113222	Gm48557
ENSMUSG00000113224	Gm48444
ENSMUSG00000113225	Gm36074
ENSMUSG00000113226	Gm47808
ENSMUSG00000113227	4933433N18Rik
ENSMUSG00000113228	4930471E15Rik
ENSMUSG00000113233	Gm31063
ENSMUSG00000113234	Gm49330
ENSMUSG00000113235	Gm47872
ENSMUSG00000113236	Gm40548
ENSMUSG00000113237	Gm6109
ENSMUSG00000113238	Gm47251
ENSMUSG00000113241	Gm40663
ENSMUSG00000113242	Gm48016
ENSMUSG00000113244	Gm31218
ENSMUSG00000113246	Gm36752
ENSMUSG00000113247	Gm30155
ENSMUSG00000113248	Gm18338
ENSMUSG00000113249	Gm33312
ENSMUSG00000113250	Gm48585
ENSMUSG00000113251	Gm18363
ENSMUSG00000113252	Gm33489
ENSMUSG00000113255	Tes3-ps
ENSMUSG00000113257	Gm30409
ENSMUSG00000113259	Gm35190
ENSMUSG00000113260	Gm19428
ENSMUSG00000113261	Gm47404
ENSMUSG00000113262	Gm48551
ENSMUSG00000113263	Gm4811
ENSMUSG00000113264	Gm19095
ENSMUSG00000113265	Gm30198
ENSMUSG00000113266	Gm19563
ENSMUSG00000113267	Gm47969
ENSMUSG00000113268	4930477G07Rik
ENSMUSG00000113269	Gm47494
ENSMUSG00000113271	Gm40653
ENSMUSG00000113272	Gm34809
ENSMUSG00000113274	Gm41002
ENSMUSG00000113275	Tubb2a-ps2
ENSMUSG00000113276	Gm33630
ENSMUSG00000113277	Gm18116
ENSMUSG00000113278	Gm33016
ENSMUSG00000113280	Gm21559
ENSMUSG00000113282	Gm20368
ENSMUSG00000113285	Gm36128
ENSMUSG00000113287	Gm40853
ENSMUSG00000113288	Gm47982
ENSMUSG00000113291	Gm19001
ENSMUSG00000113294	Gm49326
ENSMUSG00000113295	Gm49357
ENSMUSG00000113298	Gm48559
ENSMUSG00000113299	Gm35618
ENSMUSG00000113300	Gm49371
ENSMUSG00000113302	Gm32219
ENSMUSG00000113303	4930423D22Rik
ENSMUSG00000113304	Gm48618
ENSMUSG00000113309	Gm48408
ENSMUSG00000113310	Gm47884
ENSMUSG00000113311	Gm47428
ENSMUSG00000113313	Gm32036
ENSMUSG00000113314	Gm2721
ENSMUSG00000113315	Gm8227
ENSMUSG00000113317	Gm48573
ENSMUSG00000113318	Gm18113
ENSMUSG00000113320	Gm47515
ENSMUSG00000113321	Gm8075
ENSMUSG00000113322	Gm48492
ENSMUSG00000113324	Gm48819
ENSMUSG00000113326	Gm47586
ENSMUSG00000113328	Gm47260
ENSMUSG00000113330	Gm34237
ENSMUSG00000113331	3110009F21Rik
ENSMUSG00000113335	Gm48296
ENSMUSG00000113336	Gm16497
ENSMUSG00000113337	Gm19220
ENSMUSG00000113338	A530046M15Rik
ENSMUSG00000113340	Gm7695
ENSMUSG00000113341	9430031K09Rik
ENSMUSG00000113342	AA414992
ENSMUSG00000113343	Gm34923
ENSMUSG00000113346	Eprn
ENSMUSG00000113349	Gm48369
ENSMUSG00000113352	Gm34639
ENSMUSG00000113355	Gm48888
ENSMUSG00000113356	Gm48012
ENSMUSG00000113357	Gm19195
ENSMUSG00000113358	1700112M02Rik
ENSMUSG00000113359	Gm48730
ENSMUSG00000113360	Gm48355
ENSMUSG00000113361	B930059L03Rik
ENSMUSG00000113362	Gm40557
ENSMUSG00000113363	Gm48187
ENSMUSG00000113366	Gm47259
ENSMUSG00000113368	Gm10054
ENSMUSG00000113369	Gm8504
ENSMUSG00000113370	Gm46348
ENSMUSG00000113374	Gm33654
ENSMUSG00000113379	Gm46436
ENSMUSG00000113380	Gm48682
ENSMUSG00000113383	Gm47267
ENSMUSG00000113385	Gm48405
ENSMUSG00000113386	Gm47357
ENSMUSG00000113387	Gm31508
ENSMUSG00000113388	Gm48111
ENSMUSG00000113389	Gm9512
ENSMUSG00000113390	Gm32635
ENSMUSG00000113391	Gm48327
ENSMUSG00000113392	Gm36262
ENSMUSG00000113393	Gm48415
ENSMUSG00000113395	Gm48365
ENSMUSG00000113396	Gm33467
ENSMUSG00000113403	Gm9315
ENSMUSG00000113404	Gm48622
ENSMUSG00000113405	Gm4935
ENSMUSG00000113406	Gm7762
ENSMUSG00000113409	Gm8288
ENSMUSG00000113410	Gm20043
ENSMUSG00000113412	Gm5191
ENSMUSG00000113415	Gm3234
ENSMUSG00000113416	Gm49328
ENSMUSG00000113418	Gm47172
ENSMUSG00000113419	Gm5789
ENSMUSG00000113421	Gm4166
ENSMUSG00000113423	Gm3791
ENSMUSG00000113424	Gm48161
ENSMUSG00000113425	Gm48653
ENSMUSG00000113427	Gm46378
ENSMUSG00000113428	Gm7664
ENSMUSG00000113429	Gm20063
ENSMUSG00000113430	Gm47086
ENSMUSG00000113431	Gm6722
ENSMUSG00000113432	8430406P12Rik
ENSMUSG00000113434	3200001D21Rik
ENSMUSG00000113438	Gm47369
ENSMUSG00000113440	Gm46404
ENSMUSG00000113441	Gm40438
ENSMUSG00000113444	Gm48672
ENSMUSG00000113447	Gm48538
ENSMUSG00000113448	Gm7042
ENSMUSG00000113450	Gm49359
ENSMUSG00000113453	Gm30709
ENSMUSG00000113454	Gm47373
ENSMUSG00000113455	Gm48825
ENSMUSG00000113456	Gm30738
ENSMUSG00000113457	Gm47152
ENSMUSG00000113459	Gm30655
ENSMUSG00000113465	Gm40271
ENSMUSG00000113466	Gm48649
ENSMUSG00000113467	Gm46350
ENSMUSG00000113468	Gm48165
ENSMUSG00000113469	Gm7065
ENSMUSG00000113471	Gm48116
ENSMUSG00000113472	Gm47602
ENSMUSG00000113473	Gm7045
ENSMUSG00000113475	Gm49366
ENSMUSG00000113479	Gm47796
ENSMUSG00000113484	Gm47157
ENSMUSG00000113486	Gm48676
ENSMUSG00000113488	Gm47819
ENSMUSG00000113491	Gm19221
ENSMUSG00000113493	Gm7441
ENSMUSG00000113494	Gm48102
ENSMUSG00000113495	Gm19792
ENSMUSG00000113497	Gm18030
ENSMUSG00000113498	Gm4036
ENSMUSG00000113500	Gm47249
ENSMUSG00000113501	Gm18940
ENSMUSG00000113502	Gm47411
ENSMUSG00000113504	Selenok-ps5
ENSMUSG00000113505	Gm48593
ENSMUSG00000113506	Gm49377
ENSMUSG00000113508	Gm9742
ENSMUSG00000113510	Gm7239
ENSMUSG00000113511	Gm19046
ENSMUSG00000113512	Gm9063
ENSMUSG00000113514	Gm18960
ENSMUSG00000113515	Gm29675
ENSMUSG00000113516	Gm47368
ENSMUSG00000113521	Gm29787
ENSMUSG00000113522	Gm48479
ENSMUSG00000113523	Gm48366
ENSMUSG00000113524	Gm47847
ENSMUSG00000113526	Gm47453
ENSMUSG00000113527	Gm48079
ENSMUSG00000113528	Gm32699
ENSMUSG00000113529	Gm47484
ENSMUSG00000113536	Gm49327
ENSMUSG00000113537	Gm48807
ENSMUSG00000113540	Gm47206
ENSMUSG00000113543	Gm36264
ENSMUSG00000113544	4833405L11Rik
ENSMUSG00000113546	Gm18441
ENSMUSG00000113548	Gm34047
ENSMUSG00000113550	Gm29687
ENSMUSG00000113551	Gm7768
ENSMUSG00000113553	Gm40932
ENSMUSG00000113554	Gm36758
ENSMUSG00000113555	Gm10095
ENSMUSG00000113557	Gm47657
ENSMUSG00000113559	Gm40987
ENSMUSG00000113561	Gm19176
ENSMUSG00000113563	Gm2492
ENSMUSG00000113566	Gm40977
ENSMUSG00000113568	Gm46369
ENSMUSG00000113569	Gm48035
ENSMUSG00000113570	Gm5953
ENSMUSG00000113571	Gm48137
ENSMUSG00000113572	Gm7959
ENSMUSG00000113573	AU017674
ENSMUSG00000113575	A930023M06Rik
ENSMUSG00000113576	Gm47658
ENSMUSG00000113577	Gm19238
ENSMUSG00000113581	Dio3os
ENSMUSG00000113582	Gm33929
ENSMUSG00000113584	Gm46355
ENSMUSG00000113585	Gm19605
ENSMUSG00000113586	Gm48606
ENSMUSG00000113587	Gm36287
ENSMUSG00000113588	Gm48328
ENSMUSG00000113589	Gm48374
ENSMUSG00000113591	4930447K03Rik
ENSMUSG00000113593	Zp4-ps
ENSMUSG00000113596	Gm48452
ENSMUSG00000113598	Gm48287
ENSMUSG00000113599	9530014B07Rik
ENSMUSG00000113600	Gm7868
ENSMUSG00000113601	Gm48735
ENSMUSG00000113603	Gm47004
ENSMUSG00000113604	Gm19786
ENSMUSG00000113606	Gm47441
ENSMUSG00000113608	Gm48715
ENSMUSG00000113610	Gm47132
ENSMUSG00000113611	Gm47750
ENSMUSG00000113613	Gm40893
ENSMUSG00000113616	Gm45941
ENSMUSG00000113617	Gm8655
ENSMUSG00000113618	Gm48166
ENSMUSG00000113619	Gm47118
ENSMUSG00000113620	7420701I03Rik
ENSMUSG00000113621	2900060N12Rik
ENSMUSG00000113623	Gm48691
ENSMUSG00000113625	Gm3379
ENSMUSG00000113626	Gm7240
ENSMUSG00000113627	Gm32526
ENSMUSG00000113628	1700020D12Rik
ENSMUSG00000113629	Gm48558
ENSMUSG00000113630	4930404H11Rik
ENSMUSG00000113632	Gm47446
ENSMUSG00000113633	Gm29689
ENSMUSG00000113634	Gm36756
ENSMUSG00000113636	Gm8616
ENSMUSG00000113637	Gm7049
ENSMUSG00000113640	Adat3
ENSMUSG00000113642	Gm49329
ENSMUSG00000113643	Gm40598
ENSMUSG00000113644	4930448C13Rik
ENSMUSG00000113645	Gm47076
ENSMUSG00000113647	Gm47210
ENSMUSG00000113649	Gm47665
ENSMUSG00000113650	Gm47826
ENSMUSG00000113652	4930518P08Rik
ENSMUSG00000113654	Gm30893
ENSMUSG00000113656	Gm47370
ENSMUSG00000113657	Gm17821
ENSMUSG00000113660	Gm5626
ENSMUSG00000113662	Gm35558
ENSMUSG00000113663	Gm48504
ENSMUSG00000113664	Gm47184
ENSMUSG00000113665	Gm47603
ENSMUSG00000113666	Gm35725
ENSMUSG00000113669	Gm36723
ENSMUSG00000113670	Gm49686
ENSMUSG00000113673	Gm47486
ENSMUSG00000113674	Hspe1-ps1
ENSMUSG00000113678	Gm6068
ENSMUSG00000113679	Gm10432
ENSMUSG00000113680	Gm47405
ENSMUSG00000113681	Gm45930
ENSMUSG00000113683	Gm47123
ENSMUSG00000113684	Gm48418
ENSMUSG00000113687	Gm49703
ENSMUSG00000113688	A930027P06Rik
ENSMUSG00000113689	Gm29676
ENSMUSG00000113691	Gm38699
ENSMUSG00000113694	Gm48747
ENSMUSG00000113695	9330159N22Rik
ENSMUSG00000113696	1700015C15Rik
ENSMUSG00000113698	Gm47987
ENSMUSG00000113699	Gm48823
ENSMUSG00000113701	B230303A05Rik
ENSMUSG00000113702	Gm35558
ENSMUSG00000113706	Gm47201
ENSMUSG00000113707	Gm10457
ENSMUSG00000113708	Gm47584
ENSMUSG00000113710	Gm38577
ENSMUSG00000113711	Gm9661
ENSMUSG00000113716	Gm47518
ENSMUSG00000113717	Gm40658
ENSMUSG00000113718	Gm2645
ENSMUSG00000113722	Snhg10
ENSMUSG00000113725	Gm48358
ENSMUSG00000113727	Gm47781
ENSMUSG00000113733	Gm34785
ENSMUSG00000113735	Gm48607
ENSMUSG00000113737	BB123696
ENSMUSG00000113738	Gm40910
ENSMUSG00000113739	Gm48584
ENSMUSG00000113741	Gm48236
ENSMUSG00000113742	Gm48262
ENSMUSG00000113743	Gm8712
ENSMUSG00000113745	Gm19340
ENSMUSG00000113746	Gm48242
ENSMUSG00000113747	1700105G05Rik
ENSMUSG00000113749	Mrto4-ps1
ENSMUSG00000113750	Gm5628
ENSMUSG00000113751	Gm9293
ENSMUSG00000113752	Gm47817
ENSMUSG00000113753	Gm5791
ENSMUSG00000113756	Gm18025
ENSMUSG00000113757	Gm47507
ENSMUSG00000113759	Gm47695
ENSMUSG00000113764	Gm48617
ENSMUSG00000113766	Gm47374
ENSMUSG00000113767	Gm48873
ENSMUSG00000113768	Gm9237
ENSMUSG00000113769	5033406O09Rik
ENSMUSG00000113770	1700019C18Rik
ENSMUSG00000113771	Gm36529
ENSMUSG00000113772	Gm47448
ENSMUSG00000113773	Gm8278
ENSMUSG00000113774	Gm36236
ENSMUSG00000113775	Gm48027
ENSMUSG00000113776	Gm19327
ENSMUSG00000113778	Gm40847
ENSMUSG00000113779	Gm33785
ENSMUSG00000113780	Gm33195
ENSMUSG00000113781	Gm35558
ENSMUSG00000113784	Gm46400
ENSMUSG00000113786	Gm49384
ENSMUSG00000113789	Gm47322
ENSMUSG00000113790	Gm17872
ENSMUSG00000113791	Gm47216
ENSMUSG00000113792	Gm10933
ENSMUSG00000113793	Gm48553
ENSMUSG00000113794	Gm36607
ENSMUSG00000113795	Gm48119
ENSMUSG00000113798	Gm47385
ENSMUSG00000113800	2210039B01Rik
ENSMUSG00000113802	4933416O17Rik
ENSMUSG00000113804	Gm46424
ENSMUSG00000113806	Gm47688
ENSMUSG00000113808	Gm47988
ENSMUSG00000113809	Gm48472
ENSMUSG00000113810	Gm48259
ENSMUSG00000113811	Gm47882
ENSMUSG00000113812	Gm48699
ENSMUSG00000113813	Gm29968
ENSMUSG00000113814	Gm9255
ENSMUSG00000113816	Gm47003
ENSMUSG00000113817	Gm21056
ENSMUSG00000113818	Gm7119
ENSMUSG00000113820	Gm4012
ENSMUSG00000113822	Gm47151
ENSMUSG00000113825	1700024I08Rik
ENSMUSG00000113827	Gm47733
ENSMUSG00000113831	Gm49602
ENSMUSG00000113832	Gm40392
ENSMUSG00000113834	Gm34022
ENSMUSG00000113835	Gm19554
ENSMUSG00000113836	Gm3325
ENSMUSG00000113837	Gm47902
ENSMUSG00000113838	Gm46994
ENSMUSG00000113840	Gm18955
ENSMUSG00000113841	Gm48701
ENSMUSG00000113842	Gm48138
ENSMUSG00000113843	Gm6129
ENSMUSG00000113845	Gm39473
ENSMUSG00000113847	Gm48799
ENSMUSG00000113851	Gm48503
ENSMUSG00000113852	Gm48062
ENSMUSG00000113853	Gm47583
ENSMUSG00000113854	Gm2099
ENSMUSG00000113856	Gm10790
ENSMUSG00000113858	Gm4057
ENSMUSG00000113859	Gm7979
ENSMUSG00000113860	Gm45949
ENSMUSG00000113861	Gm6190
ENSMUSG00000113864	Gm48381
ENSMUSG00000113865	Selenok-ps6
ENSMUSG00000113866	Gm47450
ENSMUSG00000113867	Gm47456
ENSMUSG00000113868	Gm34719
ENSMUSG00000113869	Gm48869
ENSMUSG00000113871	Gm48349
ENSMUSG00000113874	Gm47868
ENSMUSG00000113875	D230030E09Rik
ENSMUSG00000113876	Gm48042
ENSMUSG00000113877	Gm47208
ENSMUSG00000113878	Gm19045
ENSMUSG00000113879	Gm48580
ENSMUSG00000113880	A030005L19Rik
ENSMUSG00000113882	Gm48550
ENSMUSG00000113883	Gm36500
ENSMUSG00000113885	Gm47802
ENSMUSG00000113886	Gm48905
ENSMUSG00000113889	Gm48501
ENSMUSG00000113890	Gm48368
ENSMUSG00000113891	Gm47683
ENSMUSG00000113892	Gm48605
ENSMUSG00000113893	Gm48800
ENSMUSG00000113894	Gm48838
ENSMUSG00000113895	Gm48383
ENSMUSG00000113898	Gm19144
ENSMUSG00000113900	Gm40437
ENSMUSG00000113902	Ndufb1-ps
ENSMUSG00000113903	Gm5655
ENSMUSG00000113904	Gm32351
ENSMUSG00000113905	Gm48872
ENSMUSG00000113907	Gm47167
ENSMUSG00000113910	Gm48286
ENSMUSG00000113913	Gm46323
ENSMUSG00000113914	Gm48458
ENSMUSG00000113917	Gm48382
ENSMUSG00000113918	Gm6566
ENSMUSG00000113919	Gm34466
ENSMUSG00000113921	Gm48054
ENSMUSG00000113922	Gm48887
ENSMUSG00000113923	Gm10126
ENSMUSG00000113924	Gm48493
ENSMUSG00000113926	Gm3565
ENSMUSG00000113927	5330409N07Rik
ENSMUSG00000113928	Gm48209
ENSMUSG00000113930	Gm36235
ENSMUSG00000113931	Gm5928
ENSMUSG00000113934	Gm48609
ENSMUSG00000113936	Gm8784
ENSMUSG00000113940	Gm40477
ENSMUSG00000113941	Gm35755
ENSMUSG00000113944	Gm48847
ENSMUSG00000113947	Gm10465
ENSMUSG00000113948	Rpl17-ps3
ENSMUSG00000113949	Scamp4
ENSMUSG00000113950	Gm47080
ENSMUSG00000113956	Gm19368
ENSMUSG00000113957	Gm9257
ENSMUSG00000113959	Gm46339
ENSMUSG00000113960	4933412O06Rik
ENSMUSG00000113961	Gm48498
ENSMUSG00000113964	Gm48667
ENSMUSG00000113965	A730091E23Rik
ENSMUSG00000113966	Gm47980
ENSMUSG00000113967	Gm31025
ENSMUSG00000113973	A030014E15Rik
ENSMUSG00000113974	4930442G10Rik
ENSMUSG00000113975	Gm36372
ENSMUSG00000113977	Gm34276
ENSMUSG00000113978	Gm48260
ENSMUSG00000113979	Gm47012
ENSMUSG00000113980	Gm47655
ENSMUSG00000113981	Gm47011
ENSMUSG00000113982	Gm34557
ENSMUSG00000113983	Gm47742
ENSMUSG00000113984	Gm48890
ENSMUSG00000113985	9130015A21Rik
ENSMUSG00000113986	Gm31333
ENSMUSG00000113987	4930453C13Rik
ENSMUSG00000113989	Gm47013
ENSMUSG00000113993	Gm47659
ENSMUSG00000113994	Gm47375
ENSMUSG00000113995	Gm47648
ENSMUSG00000113999	Gm47681
ENSMUSG00000114001	Gm48664
ENSMUSG00000114003	Gm9616
ENSMUSG00000114004	Gm48552
ENSMUSG00000114005	Gm24474
ENSMUSG00000114010	Gm47432
ENSMUSG00000114014	Gm48350
ENSMUSG00000114016	Gm47258
ENSMUSG00000114017	Gm40662
ENSMUSG00000114018	Gm36495
ENSMUSG00000114019	Gm47155
ENSMUSG00000114020	Gm48564
ENSMUSG00000114021	Gm47109
ENSMUSG00000114023	Gm6474
ENSMUSG00000114024	Gm46336
ENSMUSG00000114025	Gm49331
ENSMUSG00000114028	9630002D21Rik
ENSMUSG00000114033	Gm47705
ENSMUSG00000114034	Gm9267
ENSMUSG00000114036	Gm48228
ENSMUSG00000114038	Gm40999
ENSMUSG00000114039	Gm48305
ENSMUSG00000114041	Gm9269
ENSMUSG00000114042	Gm18473
ENSMUSG00000114045	Gm34220
ENSMUSG00000114046	Snapc1l
ENSMUSG00000114048	4930549C15Rik
ENSMUSG00000114050	Gm47666
ENSMUSG00000114051	Gm48008
ENSMUSG00000114052	Gm48616
ENSMUSG00000114053	Gm35330
ENSMUSG00000114054	Gm47706
ENSMUSG00000114055	Gm32089
ENSMUSG00000114056	Gm5668
ENSMUSG00000114057	Gm31450
ENSMUSG00000114058	Gm46317
ENSMUSG00000114062	Gm48313
ENSMUSG00000114064	Gm9370
ENSMUSG00000114066	Gm9202
ENSMUSG00000114067	Gm47065
ENSMUSG00000114068	Gm48783
ENSMUSG00000114069	E130119H09Rik
ENSMUSG00000114073	Gm30302
ENSMUSG00000114075	Gm16368
ENSMUSG00000114076	Gm48896
ENSMUSG00000114080	Gm47661
ENSMUSG00000114081	Gm48904
ENSMUSG00000114082	Gm40383
ENSMUSG00000114083	Gm47860
ENSMUSG00000114085	Gm6841
ENSMUSG00000114087	Gm7046
ENSMUSG00000114088	Gm47898
ENSMUSG00000114089	Gm47116
ENSMUSG00000114090	Gm9472
ENSMUSG00000114091	Gm40655
ENSMUSG00000114093	Gm47979
ENSMUSG00000114094	Gm48375
ENSMUSG00000114095	Gm47424
ENSMUSG00000114096	Gm48641
ENSMUSG00000114097	Gm35615
ENSMUSG00000114098	Gm40660
ENSMUSG00000114099	Gm48695
ENSMUSG00000114102	Gm48048
ENSMUSG00000114103	Gm8557
ENSMUSG00000114104	Gm47585
ENSMUSG00000114107	Gm48031
ENSMUSG00000114110	Gm46379
ENSMUSG00000114112	Gm48301
ENSMUSG00000114113	Gm47639
ENSMUSG00000114114	Gm48499
ENSMUSG00000114115	Gm30239
ENSMUSG00000114117	Gm48795
ENSMUSG00000114118	Gm48829
ENSMUSG00000114120	Gm4120
ENSMUSG00000114121	Gm47728
ENSMUSG00000114123	Gm48416
ENSMUSG00000114124	Gm19084
ENSMUSG00000114125	1700037F03Rik
ENSMUSG00000114127	Gm8231
ENSMUSG00000114131	Gm47460
ENSMUSG00000114133	Gm20075
ENSMUSG00000114134	Gm47408
ENSMUSG00000114135	Gm7252
ENSMUSG00000114136	4921511I17Rik
ENSMUSG00000114138	Gm36423
ENSMUSG00000114139	Gm20336
ENSMUSG00000114140	Gm6943
ENSMUSG00000114141	Gm34215
ENSMUSG00000114143	Gm48548
ENSMUSG00000114147	Gm18939
ENSMUSG00000114148	Gm47701
ENSMUSG00000114149	Gm47646
ENSMUSG00000114150	Gm46367
ENSMUSG00000114152	Gm5374
ENSMUSG00000114153	Gm48692
ENSMUSG00000114154	Gm48597
ENSMUSG00000114155	Gm7986
ENSMUSG00000114157	Gm47870
ENSMUSG00000114161	Gm48662
ENSMUSG00000114162	Gm3785
ENSMUSG00000114163	Gm32296
ENSMUSG00000114165	Gm47513
ENSMUSG00000114167	Gm7002
ENSMUSG00000114168	Gm47194
ENSMUSG00000114169	Gm47075
ENSMUSG00000114172	Gm36298
ENSMUSG00000114174	Cycs-ps3
ENSMUSG00000114177	Gm18362
ENSMUSG00000114178	Gm48656
ENSMUSG00000114179	Eif1-ps2
ENSMUSG00000114181	Gm46376
ENSMUSG00000114182	Gm47019
ENSMUSG00000114184	Gm7143
ENSMUSG00000114185	Gm47662
ENSMUSG00000114188	Gm40849
ENSMUSG00000114189	9330199G10Rik
ENSMUSG00000114190	4930556H04Rik
ENSMUSG00000114192	Gm33115
ENSMUSG00000114193	Gm48139
ENSMUSG00000114194	Gm3800
ENSMUSG00000114196	Gm47547
ENSMUSG00000114198	Gm47039
ENSMUSG00000114199	Gm49341
ENSMUSG00000114200	Gm34721
ENSMUSG00000114201	Gm18079
ENSMUSG00000114202	Gm18078
ENSMUSG00000114203	Gm35279
ENSMUSG00000114204	Gm47520
ENSMUSG00000114205	Gm7480
ENSMUSG00000114206	Gm30551
ENSMUSG00000114209	Gm48433
ENSMUSG00000114210	A330084C13Rik
ENSMUSG00000114213	A430090L17Rik
ENSMUSG00000114217	Gm7054
ENSMUSG00000114218	Gm47423
ENSMUSG00000114219	Gm31456
ENSMUSG00000114220	Gm10353
ENSMUSG00000114230	Gm48239
ENSMUSG00000114231	Gm40968
ENSMUSG00000114232	Gm17747
ENSMUSG00000114234	Gm3131
ENSMUSG00000114235	F530104D19Rik
ENSMUSG00000114238	Rps17-ps1
ENSMUSG00000114240	Gm47360
ENSMUSG00000114241	Gm30108
ENSMUSG00000114242	Gm31219
ENSMUSG00000114243	Gm48163
ENSMUSG00000114244	Gm47119
ENSMUSG00000114245	Gm38655
ENSMUSG00000114246	Gm48603
ENSMUSG00000114248	Gm8352
ENSMUSG00000114251	Tmed10-ps
ENSMUSG00000114252	Gm5630
ENSMUSG00000114253	Gm47798
ENSMUSG00000114254	Gm48067
ENSMUSG00000114255	Gm10734
ENSMUSG00000114256	Gm29844
ENSMUSG00000114257	Gm47654
ENSMUSG00000114260	Gm19198
ENSMUSG00000114263	Gm7201
ENSMUSG00000114264	Gm48095
ENSMUSG00000114266	Gm10403
ENSMUSG00000114267	Gm48600
ENSMUSG00000114268	Gm48841
ENSMUSG00000114270	Gm48746
ENSMUSG00000114271	Gm32224
ENSMUSG00000114273	Gm34585
ENSMUSG00000114274	Gm35333
ENSMUSG00000114276	Gm47849
ENSMUSG00000114277	Gm48583
ENSMUSG00000114278	Gm49027
ENSMUSG00000114279	H2bc14
ENSMUSG00000114282	5330431K02Rik
ENSMUSG00000114283	Gm47057
ENSMUSG00000114284	9630015K15Rik
ENSMUSG00000114285	Gm47773
ENSMUSG00000114288	Gm32123
ENSMUSG00000114290	4930435F18Rik
ENSMUSG00000114291	Gm47471
ENSMUSG00000114293	Gm48078
ENSMUSG00000114295	Gm2534
ENSMUSG00000114298	Gm48371
ENSMUSG00000114300	Gm32243
ENSMUSG00000114302	Gm48683
ENSMUSG00000114303	Gm4022
ENSMUSG00000114304	Gm48099
ENSMUSG00000114306	Gm3227
ENSMUSG00000114307	4930526H09Rik
ENSMUSG00000114309	Gm48295
ENSMUSG00000114310	Gm48602
ENSMUSG00000114311	Gm31452
ENSMUSG00000114312	Gm18077
